,,,,,,,,,,,,,,,
PROCESSO Nº,,,,,ASSUNTO,,,,,,,,,,
,,,,,,,,,,,,,,,
REQUISITANTE,,,,,,DA ELABORAÇÃO DO MAPA,,,,,,,,,
ÓRGÃO,,,,,,RESPONSÁVEIS PELO ORÇAMENTO,,,,,,,,,
SETOR,,,,,,ANALISTAS RESPONSÁVEIS,,,,,,,,,
TELEFONE,,,,,,DATA DA LICITAÇÃO,,,,,,,,,
,,,,,,,,,,,,,,,
ITEM,QUANT.,UNID.,"CÓDIGO
(CATMAT/
CATSER)","DESCRIÇÃO SUMÁRIA DO
PRODUTO/SERVIÇO","ORÇAMENTO EMPRESA E0001
PREÇO UNITÁRIO (R$)","ORÇAMENTO EMPRESA E0002
PREÇO UNITÁRIO (R$)","ORÇAMENTO EMPRESA E0003
PREÇO UNITÁRIO (R$)","ORÇAMENTO EMPRESA E0004
PREÇO UNITÁRIO (R$)","ORÇAMENTO EMPRESA E0005
PREÇO UNITÁRIO (R$)","ORÇAMENTO EMPRESA E0006
PREÇO UNITÁRIO (R$)","ORÇAMENTO EMPRESA E0007
PREÇO UNITÁRIO (R$)","ORÇAMENTO EMPRESA E0008
PREÇO UNITÁRIO (R$)","ORÇAMENTO EMPRESA E0009
PREÇO UNITÁRIO (R$)","ORÇAMENTO EMPRESA E0010
PREÇO UNITÁRIO (R$)","ORÇAMENTO DA LICITAÇÃO
PREÇO UNITÁRIO (R$)"
2450,150,Packs,,,R$25.00 ,R$38.00 ,R$26.00 ,R$34.00 ,R$4.00 ,R$32.00 ,R$23.00 ,R$27.00 ,R$34.00 ,R$19.00 ,R$40.00 
2451,20,Pneus,,,R$2.00 ,R$19.00 ,R$2.00 ,R$35.00 ,R$40.00 ,R$33.00 ,R$20.00 ,R$3.00 ,R$35.00 ,R$10.00 ,R$7.00 
2452,20,Pneus,,,R$24.00 ,R$23.00 ,R$5.00 ,R$37.00 ,R$5.00 ,R$26.00 ,R$10.00 ,R$19.00 ,R$38.00 ,R$33.00 ,R$16.00 
2453,100,Caixas,,,R$4.00 ,R$10.00 ,R$10.00 ,R$19.00 ,R$31.00 ,R$37.00 ,R$29.00 ,R$6.00 ,R$20.00 ,R$11.00 ,R$40.00 
2454,200,Packs,,,R$4.00 ,R$31.00 ,R$22.00 ,R$19.00 ,R$9.00 ,R$18.00 ,R$2.00 ,R$14.00 ,R$27.00 ,R$4.00 ,R$3.00 
2455,250,Litros,,,R$40.00 ,R$22.00 ,R$14.00 ,R$39.00 ,R$38.00 ,R$6.00 ,R$17.00 ,R$28.00 ,R$9.00 ,R$12.00 ,R$12.00 
2456,100,Caixas,,,R$12.00 ,R$26.00 ,R$13.00 ,R$37.00 ,R$37.00 ,R$10.00 ,R$32.00 ,R$8.00 ,R$3.00 ,R$25.00 ,R$28.00 
2457,200,Packs,,,R$39.00 ,R$24.00 ,R$11.00 ,R$16.00 ,R$26.00 ,R$31.00 ,R$19.00 ,R$27.00 ,R$25.00 ,R$33.00 ,R$3.00 
2458,250,Litros,,,R$15.00 ,R$32.00 ,R$1.00 ,R$11.00 ,R$37.00 ,R$20.00 ,R$29.00 ,R$29.00 ,R$33.00 ,R$22.00 ,R$18.00 
2459,150,Packs,,,R$9.00 ,R$20.00 ,R$28.00 ,R$11.00 ,R$28.00 ,R$39.00 ,R$11.00 ,R$37.00 ,R$11.00 ,R$7.00 ,R$30.00 
2460,20,Pneus,,,R$12.00 ,R$10.00 ,R$28.00 ,R$30.00 ,R$6.00 ,R$39.00 ,R$27.00 ,R$4.00 ,R$26.00 ,R$2.00 ,R$30.00 
2461,100,Caixas,,,R$35.00 ,R$39.00 ,R$26.00 ,R$38.00 ,R$30.00 ,R$28.00 ,R$16.00 ,R$35.00 ,R$9.00 ,R$13.00 ,R$37.00 
2462,200,Packs,,,R$40.00 ,R$40.00 ,R$35.00 ,R$22.00 ,R$23.00 ,R$23.00 ,R$40.00 ,R$27.00 ,R$39.00 ,R$21.00 ,R$35.00 
2463,250,Litros,,,R$5.00 ,R$25.00 ,R$21.00 ,R$22.00 ,R$6.00 ,R$30.00 ,R$12.00 ,R$22.00 ,R$13.00 ,R$16.00 ,R$3.00 
2464,150,Packs,,,R$1.00 ,R$36.00 ,R$24.00 ,R$13.00 ,R$17.00 ,R$9.00 ,R$7.00 ,R$10.00 ,R$29.00 ,R$20.00 ,R$24.00 
2465,20,Pneus,,,R$15.00 ,R$22.00 ,R$27.00 ,R$22.00 ,R$16.00 ,R$4.00 ,R$20.00 ,R$8.00 ,R$40.00 ,R$26.00 ,R$9.00 
2466,100,Caixas,,,R$33.00 ,R$9.00 ,R$6.00 ,R$26.00 ,R$15.00 ,R$33.00 ,R$37.00 ,R$26.00 ,R$9.00 ,R$23.00 ,R$29.00 
2467,200,Packs,,,R$4.00 ,R$32.00 ,R$1.00 ,R$14.00 ,R$29.00 ,R$7.00 ,R$17.00 ,R$14.00 ,R$33.00 ,R$4.00 ,R$34.00 
2468,250,Litros,,,R$15.00 ,R$37.00 ,R$8.00 ,R$24.00 ,R$3.00 ,R$26.00 ,R$17.00 ,R$22.00 ,R$25.00 ,R$5.00 ,R$28.00 
2469,150,Packs,,,R$4.00 ,R$13.00 ,R$21.00 ,R$11.00 ,R$38.00 ,R$12.00 ,R$6.00 ,R$37.00 ,R$8.00 ,R$23.00 ,R$29.00 
2470,20,Pneus,,,R$33.00 ,R$6.00 ,R$14.00 ,R$35.00 ,R$6.00 ,R$30.00 ,R$26.00 ,R$19.00 ,R$38.00 ,R$8.00 ,R$40.00 
2471,100,Caixas,,,R$2.00 ,R$12.00 ,R$40.00 ,R$14.00 ,R$19.00 ,R$19.00 ,R$5.00 ,R$25.00 ,R$21.00 ,R$38.00 ,R$39.00 
2472,200,Packs,,,R$1.00 ,R$7.00 ,R$9.00 ,R$12.00 ,R$28.00 ,R$4.00 ,R$20.00 ,R$17.00 ,R$23.00 ,R$20.00 ,R$25.00 
2473,250,Litros,,,R$23.00 ,R$17.00 ,R$6.00 ,R$1.00 ,R$1.00 ,R$36.00 ,R$4.00 ,R$19.00 ,R$17.00 ,R$39.00 ,R$25.00 
2474,150,Packs,,,R$16.00 ,R$4.00 ,R$23.00 ,R$4.00 ,R$21.00 ,R$5.00 ,R$21.00 ,R$29.00 ,R$9.00 ,R$39.00 ,R$32.00 
2475,20,Pneus,,,R$15.00 ,R$38.00 ,R$16.00 ,R$30.00 ,R$15.00 ,R$37.00 ,R$40.00 ,R$16.00 ,R$16.00 ,R$12.00 ,R$7.00 
2476,100,Caixas,,,R$2.00 ,R$32.00 ,R$40.00 ,R$7.00 ,R$26.00 ,R$24.00 ,R$27.00 ,R$23.00 ,R$10.00 ,R$21.00 ,R$14.00 
2477,200,Packs,,,R$14.00 ,R$40.00 ,R$37.00 ,R$35.00 ,R$16.00 ,R$3.00 ,R$39.00 ,R$34.00 ,R$39.00 ,R$13.00 ,R$34.00 
2478,250,Litros,,,R$20.00 ,R$4.00 ,R$35.00 ,R$39.00 ,R$38.00 ,R$28.00 ,R$35.00 ,R$17.00 ,R$36.00 ,R$40.00 ,R$36.00 
2479,150,Packs,,,R$28.00 ,R$25.00 ,R$6.00 ,R$33.00 ,R$40.00 ,R$28.00 ,R$30.00 ,R$35.00 ,R$10.00 ,R$15.00 ,R$21.00 
2480,20,Pneus,,,R$5.00 ,R$19.00 ,R$26.00 ,R$4.00 ,R$39.00 ,R$8.00 ,R$11.00 ,R$16.00 ,R$12.00 ,R$9.00 ,R$21.00 
2481,100,Caixas,,,R$11.00 ,R$30.00 ,R$1.00 ,R$12.00 ,R$21.00 ,R$36.00 ,R$28.00 ,R$31.00 ,R$22.00 ,R$13.00 ,R$10.00 
2482,200,Packs,,,R$28.00 ,R$16.00 ,R$28.00 ,R$35.00 ,R$23.00 ,R$6.00 ,R$39.00 ,R$40.00 ,R$5.00 ,R$38.00 ,R$20.00 
2483,250,Litros,,,R$22.00 ,R$26.00 ,R$31.00 ,R$19.00 ,R$37.00 ,R$38.00 ,R$32.00 ,R$38.00 ,R$26.00 ,R$29.00 ,R$32.00 
2484,150,Packs,,,R$15.00 ,R$25.00 ,R$24.00 ,R$30.00 ,R$19.00 ,R$7.00 ,R$13.00 ,R$17.00 ,R$27.00 ,R$25.00 ,R$25.00 
2485,20,Pneus,,,R$7.00 ,R$32.00 ,R$8.00 ,R$1.00 ,R$17.00 ,R$32.00 ,R$3.00 ,R$38.00 ,R$12.00 ,R$38.00 ,R$36.00 
2486,100,Caixas,,,R$35.00 ,R$24.00 ,R$19.00 ,R$24.00 ,R$10.00 ,R$7.00 ,R$19.00 ,R$29.00 ,R$12.00 ,R$18.00 ,R$27.00 
2487,200,Packs,,,R$14.00 ,R$38.00 ,R$22.00 ,R$16.00 ,R$14.00 ,R$33.00 ,R$2.00 ,R$22.00 ,R$28.00 ,R$5.00 ,R$30.00 
2488,250,Litros,,,R$19.00 ,R$26.00 ,R$14.00 ,R$8.00 ,R$21.00 ,R$15.00 ,R$7.00 ,R$19.00 ,R$24.00 ,R$7.00 ,R$26.00 
2489,150,Packs,,,R$2.00 ,R$20.00 ,R$7.00 ,R$1.00 ,R$13.00 ,R$13.00 ,R$35.00 ,R$23.00 ,R$8.00 ,R$2.00 ,R$24.00 
2490,20,Pneus,,,R$6.00 ,R$4.00 ,R$11.00 ,R$9.00 ,R$8.00 ,R$2.00 ,R$4.00 ,R$22.00 ,R$31.00 ,R$12.00 ,R$38.00 
2491,20,Pneus,,,R$3.00 ,R$2.00 ,R$40.00 ,R$38.00 ,R$27.00 ,R$11.00 ,R$34.00 ,R$19.00 ,R$3.00 ,R$19.00 ,R$36.00 
2492,100,Caixas,,,R$8.00 ,R$33.00 ,R$19.00 ,R$16.00 ,R$8.00 ,R$10.00 ,R$15.00 ,R$38.00 ,R$35.00 ,R$25.00 ,R$3.00 
2493,200,Packs,,,R$22.00 ,R$18.00 ,R$17.00 ,R$14.00 ,R$27.00 ,R$3.00 ,R$37.00 ,R$19.00 ,R$19.00 ,R$11.00 ,R$8.00 
2494,250,Litros,,,R$8.00 ,R$21.00 ,R$7.00 ,R$12.00 ,R$22.00 ,R$10.00 ,R$26.00 ,R$19.00 ,R$28.00 ,R$33.00 ,R$5.00 
2495,150,Packs,,,R$9.00 ,R$40.00 ,R$36.00 ,R$15.00 ,R$1.00 ,R$7.00 ,R$2.00 ,R$23.00 ,R$3.00 ,R$13.00 ,R$8.00 
2496,20,Pneus,,,R$26.00 ,R$34.00 ,R$34.00 ,R$32.00 ,R$30.00 ,R$37.00 ,R$30.00 ,R$12.00 ,R$11.00 ,R$32.00 ,R$3.00 
2497,20,Pneus,,,R$31.00 ,R$21.00 ,R$16.00 ,R$22.00 ,R$27.00 ,R$30.00 ,R$5.00 ,R$6.00 ,R$17.00 ,R$28.00 ,R$19.00 
2498,100,Caixas,,,R$27.00 ,R$5.00 ,R$15.00 ,R$3.00 ,R$13.00 ,R$17.00 ,R$17.00 ,R$5.00 ,R$6.00 ,R$8.00 ,R$16.00 
2499,200,Packs,,,R$30.00 ,R$23.00 ,R$25.00 ,R$16.00 ,R$1.00 ,R$33.00 ,R$17.00 ,R$22.00 ,R$1.00 ,R$27.00 ,R$31.00 
2500,250,Litros,,,R$39.00 ,R$17.00 ,R$32.00 ,R$32.00 ,R$40.00 ,R$24.00 ,R$23.00 ,R$6.00 ,R$9.00 ,R$5.00 ,R$19.00 
2501,150,Packs,,,R$29.00 ,R$4.00 ,R$32.00 ,R$19.00 ,R$17.00 ,R$13.00 ,R$31.00 ,R$26.00 ,R$38.00 ,R$34.00 ,R$16.00 
2502,20,Pneus,,,R$30.00 ,R$27.00 ,R$7.00 ,R$7.00 ,R$8.00 ,R$29.00 ,R$31.00 ,R$38.00 ,R$19.00 ,R$27.00 ,R$26.00 
2503,20,Pneus,,,R$12.00 ,R$20.00 ,R$33.00 ,R$18.00 ,R$7.00 ,R$9.00 ,R$29.00 ,R$2.00 ,R$22.00 ,R$34.00 ,R$26.00 
2504,100,Caixas,,,R$32.00 ,R$23.00 ,R$17.00 ,R$39.00 ,R$13.00 ,R$10.00 ,R$2.00 ,R$28.00 ,R$34.00 ,R$18.00 ,R$7.00 
2505,200,Packs,,,R$35.00 ,R$24.00 ,R$19.00 ,R$1.00 ,R$36.00 ,R$37.00 ,R$32.00 ,R$35.00 ,R$12.00 ,R$12.00 ,R$30.00 
2506,250,Litros,,,R$26.00 ,R$27.00 ,R$5.00 ,R$3.00 ,R$35.00 ,R$11.00 ,R$20.00 ,R$26.00 ,R$25.00 ,R$33.00 ,R$34.00 
2507,150,Packs,,,R$10.00 ,R$33.00 ,R$26.00 ,R$36.00 ,R$3.00 ,R$29.00 ,R$36.00 ,R$6.00 ,R$12.00 ,R$24.00 ,R$15.00 
2508,20,Pneus,,,R$16.00 ,R$23.00 ,R$18.00 ,R$30.00 ,R$22.00 ,R$26.00 ,R$31.00 ,R$5.00 ,R$39.00 ,R$34.00 ,R$31.00 
2509,20,Pneus,,,R$21.00 ,R$20.00 ,R$39.00 ,R$29.00 ,R$8.00 ,R$2.00 ,R$10.00 ,R$32.00 ,R$34.00 ,R$26.00 ,R$23.00 
2510,100,Caixas,,,R$15.00 ,R$14.00 ,R$1.00 ,R$21.00 ,R$3.00 ,R$29.00 ,R$40.00 ,R$13.00 ,R$17.00 ,R$26.00 ,R$33.00 
2511,200,Packs,,,R$15.00 ,R$15.00 ,R$22.00 ,R$18.00 ,R$24.00 ,R$27.00 ,R$6.00 ,R$36.00 ,R$17.00 ,R$7.00 ,R$19.00 
2512,250,Litros,,,R$22.00 ,R$31.00 ,R$24.00 ,R$14.00 ,R$33.00 ,R$12.00 ,R$3.00 ,R$38.00 ,R$9.00 ,R$10.00 ,R$16.00 
2513,150,Packs,,,R$5.00 ,R$36.00 ,R$3.00 ,R$36.00 ,R$20.00 ,R$26.00 ,R$31.00 ,R$8.00 ,R$36.00 ,R$11.00 ,R$37.00 
2514,20,Pneus,,,R$35.00 ,R$11.00 ,R$7.00 ,R$40.00 ,R$5.00 ,R$24.00 ,R$40.00 ,R$3.00 ,R$31.00 ,R$3.00 ,R$4.00 
2515,20,Pneus,,,R$40.00 ,R$3.00 ,R$37.00 ,R$37.00 ,R$14.00 ,R$11.00 ,R$36.00 ,R$26.00 ,R$19.00 ,R$29.00 ,R$38.00 
2516,100,Caixas,,,R$14.00 ,R$18.00 ,R$16.00 ,R$3.00 ,R$24.00 ,R$19.00 ,R$36.00 ,R$9.00 ,R$19.00 ,R$18.00 ,R$34.00 
2517,200,Packs,,,R$29.00 ,R$9.00 ,R$34.00 ,R$2.00 ,R$11.00 ,R$11.00 ,R$14.00 ,R$32.00 ,R$40.00 ,R$18.00 ,R$7.00 
2518,250,Litros,,,R$19.00 ,R$9.00 ,R$5.00 ,R$7.00 ,R$20.00 ,R$24.00 ,R$21.00 ,R$32.00 ,R$13.00 ,R$9.00 ,R$12.00 
2519,150,Packs,,,R$8.00 ,R$24.00 ,R$17.00 ,R$10.00 ,R$11.00 ,R$10.00 ,R$22.00 ,R$33.00 ,R$37.00 ,R$38.00 ,R$17.00 
2520,20,Pneus,,,R$7.00 ,R$9.00 ,R$11.00 ,R$9.00 ,R$31.00 ,R$18.00 ,R$15.00 ,R$26.00 ,R$39.00 ,R$39.00 ,R$4.00 
2521,20,Pneus,,,R$27.00 ,R$26.00 ,R$27.00 ,R$11.00 ,R$26.00 ,R$11.00 ,R$10.00 ,R$19.00 ,R$12.00 ,R$29.00 ,R$12.00 
2522,100,Caixas,,,R$3.00 ,R$24.00 ,R$35.00 ,R$20.00 ,R$27.00 ,R$12.00 ,R$20.00 ,R$9.00 ,R$10.00 ,R$32.00 ,R$25.00 
2523,200,Packs,,,R$1.00 ,R$16.00 ,R$18.00 ,R$14.00 ,R$1.00 ,R$22.00 ,R$23.00 ,R$31.00 ,R$34.00 ,R$35.00 ,R$10.00 
2524,250,Litros,,,R$27.00 ,R$19.00 ,R$8.00 ,R$39.00 ,R$18.00 ,R$33.00 ,R$17.00 ,R$3.00 ,R$13.00 ,R$17.00 ,R$3.00 
2525,150,Packs,,,R$34.00 ,R$9.00 ,R$29.00 ,R$18.00 ,R$18.00 ,R$36.00 ,R$11.00 ,R$6.00 ,R$5.00 ,R$17.00 ,R$4.00 
2526,20,Pneus,,,R$31.00 ,R$38.00 ,R$39.00 ,R$20.00 ,R$35.00 ,R$32.00 ,R$28.00 ,R$28.00 ,R$2.00 ,R$36.00 ,R$30.00 
2527,20,Pneus,,,R$34.00 ,R$20.00 ,R$11.00 ,R$4.00 ,R$27.00 ,R$12.00 ,R$9.00 ,R$18.00 ,R$21.00 ,R$37.00 ,R$18.00 
2528,100,Caixas,,,R$3.00 ,R$2.00 ,R$9.00 ,R$4.00 ,R$36.00 ,R$15.00 ,R$19.00 ,R$12.00 ,R$20.00 ,R$35.00 ,R$1.00 
2529,200,Packs,,,R$35.00 ,R$1.00 ,R$20.00 ,R$27.00 ,R$18.00 ,R$39.00 ,R$38.00 ,R$8.00 ,R$18.00 ,R$10.00 ,R$12.00 
2530,250,Litros,,,R$27.00 ,R$19.00 ,R$16.00 ,R$32.00 ,R$26.00 ,R$13.00 ,R$39.00 ,R$32.00 ,R$11.00 ,R$38.00 ,R$2.00 
2531,150,Packs,,,R$1.00 ,R$36.00 ,R$29.00 ,R$33.00 ,R$36.00 ,R$34.00 ,R$10.00 ,R$37.00 ,R$31.00 ,R$28.00 ,R$32.00 
2532,20,Pneus,,,R$22.00 ,R$10.00 ,R$34.00 ,R$2.00 ,R$39.00 ,R$18.00 ,R$16.00 ,R$13.00 ,R$8.00 ,R$29.00 ,R$16.00 
2533,20,Pneus,,,R$13.00 ,R$37.00 ,R$4.00 ,R$22.00 ,R$29.00 ,R$2.00 ,R$11.00 ,R$27.00 ,R$2.00 ,R$9.00 ,R$3.00 
2534,100,Caixas,,,R$34.00 ,R$9.00 ,R$21.00 ,R$16.00 ,R$40.00 ,R$4.00 ,R$16.00 ,R$22.00 ,R$20.00 ,R$15.00 ,R$22.00 
2535,200,Packs,,,R$19.00 ,R$16.00 ,R$38.00 ,R$27.00 ,R$21.00 ,R$10.00 ,R$21.00 ,R$30.00 ,R$7.00 ,R$9.00 ,R$18.00 
2536,250,Litros,,,R$1.00 ,R$20.00 ,R$6.00 ,R$13.00 ,R$8.00 ,R$16.00 ,R$25.00 ,R$2.00 ,R$10.00 ,R$28.00 ,R$38.00 
2537,100,Caixas,,,R$1.00 ,R$26.00 ,R$30.00 ,R$23.00 ,R$19.00 ,R$11.00 ,R$33.00 ,R$7.00 ,R$30.00 ,R$40.00 ,R$24.00 
2538,200,Packs,,,R$1.00 ,R$9.00 ,R$6.00 ,R$5.00 ,R$19.00 ,R$27.00 ,R$14.00 ,R$27.00 ,R$30.00 ,R$31.00 ,R$16.00 
2539,250,Litros,,,R$5.00 ,R$31.00 ,R$20.00 ,R$15.00 ,R$5.00 ,R$21.00 ,R$37.00 ,R$25.00 ,R$32.00 ,R$11.00 ,R$13.00 
2540,150,Packs,,,R$3.00 ,R$24.00 ,R$7.00 ,R$28.00 ,R$39.00 ,R$40.00 ,R$30.00 ,R$2.00 ,R$24.00 ,R$13.00 ,R$8.00 
2541,20,Pneus,,,R$10.00 ,R$3.00 ,R$23.00 ,R$5.00 ,R$7.00 ,R$17.00 ,R$15.00 ,R$15.00 ,R$24.00 ,R$6.00 ,R$30.00 
2542,100,Caixas,,,R$1.00 ,R$14.00 ,R$12.00 ,R$16.00 ,R$7.00 ,R$9.00 ,R$8.00 ,R$37.00 ,R$39.00 ,R$2.00 ,R$35.00 
2543,200,Packs,,,R$7.00 ,R$19.00 ,R$2.00 ,R$17.00 ,R$13.00 ,R$25.00 ,R$40.00 ,R$15.00 ,R$36.00 ,R$33.00 ,R$32.00 
2544,250,Litros,,,R$15.00 ,R$8.00 ,R$17.00 ,R$23.00 ,R$4.00 ,R$7.00 ,R$31.00 ,R$37.00 ,R$24.00 ,R$26.00 ,R$36.00 
2545,150,Packs,,,R$17.00 ,R$5.00 ,R$2.00 ,R$22.00 ,R$1.00 ,R$31.00 ,R$3.00 ,R$16.00 ,R$24.00 ,R$20.00 ,R$35.00 
2546,20,Pneus,,,R$29.00 ,R$21.00 ,R$6.00 ,R$25.00 ,R$1.00 ,R$36.00 ,R$34.00 ,R$24.00 ,R$12.00 ,R$13.00 ,R$5.00 
2547,100,Caixas,,,R$16.00 ,R$21.00 ,R$18.00 ,R$26.00 ,R$20.00 ,R$38.00 ,R$33.00 ,R$39.00 ,R$11.00 ,R$30.00 ,R$30.00 
2548,200,Packs,,,R$16.00 ,R$12.00 ,R$25.00 ,R$32.00 ,R$37.00 ,R$5.00 ,R$37.00 ,R$37.00 ,R$36.00 ,R$7.00 ,R$39.00 
2549,250,Litros,,,R$36.00 ,R$7.00 ,R$2.00 ,R$22.00 ,R$34.00 ,R$8.00 ,R$11.00 ,R$37.00 ,R$24.00 ,R$8.00 ,R$17.00 
2550,150,Packs,,,R$14.00 ,R$37.00 ,R$26.00 ,R$15.00 ,R$23.00 ,R$19.00 ,R$10.00 ,R$8.00 ,R$15.00 ,R$11.00 ,R$23.00 
2551,20,Pneus,,,R$11.00 ,R$38.00 ,R$27.00 ,R$15.00 ,R$7.00 ,R$1.00 ,R$18.00 ,R$31.00 ,R$21.00 ,R$10.00 ,R$38.00 
2552,100,Caixas,,,R$20.00 ,R$23.00 ,R$13.00 ,R$17.00 ,R$34.00 ,R$6.00 ,R$15.00 ,R$26.00 ,R$17.00 ,R$8.00 ,R$14.00 
2553,200,Packs,,,R$4.00 ,R$5.00 ,R$23.00 ,R$22.00 ,R$24.00 ,R$11.00 ,R$33.00 ,R$29.00 ,R$25.00 ,R$13.00 ,R$3.00 
2554,250,Litros,,,R$26.00 ,R$22.00 ,R$6.00 ,R$1.00 ,R$1.00 ,R$27.00 ,R$5.00 ,R$38.00 ,R$13.00 ,R$28.00 ,R$28.00 
2555,150,Packs,,,R$30.00 ,R$36.00 ,R$17.00 ,R$36.00 ,R$30.00 ,R$16.00 ,R$11.00 ,R$28.00 ,R$4.00 ,R$23.00 ,R$37.00 
2556,20,Pneus,,,R$31.00 ,R$25.00 ,R$23.00 ,R$36.00 ,R$29.00 ,R$17.00 ,R$1.00 ,R$7.00 ,R$23.00 ,R$14.00 ,R$36.00 
2557,100,Caixas,,,R$33.00 ,R$16.00 ,R$40.00 ,R$21.00 ,R$18.00 ,R$5.00 ,R$22.00 ,R$16.00 ,R$25.00 ,R$2.00 ,R$10.00 
2558,200,Packs,,,R$16.00 ,R$15.00 ,R$20.00 ,R$9.00 ,R$17.00 ,R$37.00 ,R$12.00 ,R$4.00 ,R$4.00 ,R$29.00 ,R$33.00 
2559,250,Litros,,,R$20.00 ,R$25.00 ,R$34.00 ,R$7.00 ,R$15.00 ,R$25.00 ,R$29.00 ,R$18.00 ,R$33.00 ,R$28.00 ,R$8.00 
2560,150,Packs,,,R$25.00 ,R$11.00 ,R$34.00 ,R$29.00 ,R$9.00 ,R$13.00 ,R$26.00 ,R$24.00 ,R$3.00 ,R$15.00 ,R$40.00 
2561,20,Pneus,,,R$4.00 ,R$4.00 ,R$23.00 ,R$25.00 ,R$6.00 ,R$35.00 ,R$27.00 ,R$36.00 ,R$3.00 ,R$17.00 ,R$39.00 
2562,100,Caixas,,,R$19.00 ,R$7.00 ,R$13.00 ,R$37.00 ,R$24.00 ,R$40.00 ,R$40.00 ,R$17.00 ,R$25.00 ,R$20.00 ,R$8.00 
2563,200,Packs,,,R$40.00 ,R$30.00 ,R$14.00 ,R$21.00 ,R$35.00 ,R$24.00 ,R$16.00 ,R$12.00 ,R$18.00 ,R$19.00 ,R$36.00 
2564,250,Litros,,,R$24.00 ,R$29.00 ,R$29.00 ,R$15.00 ,R$28.00 ,R$36.00 ,R$28.00 ,R$31.00 ,R$14.00 ,R$25.00 ,R$20.00 
2565,150,Packs,,,R$25.00 ,R$16.00 ,R$19.00 ,R$34.00 ,R$39.00 ,R$4.00 ,R$28.00 ,R$20.00 ,R$33.00 ,R$29.00 ,R$30.00 
2566,20,Pneus,,,R$37.00 ,R$8.00 ,R$3.00 ,R$39.00 ,R$19.00 ,R$33.00 ,R$26.00 ,R$32.00 ,R$21.00 ,R$21.00 ,R$18.00 
2567,100,Caixas,,,R$24.00 ,R$36.00 ,R$27.00 ,R$8.00 ,R$18.00 ,R$36.00 ,R$8.00 ,R$25.00 ,R$1.00 ,R$3.00 ,R$9.00 
2568,200,Packs,,,R$34.00 ,R$22.00 ,R$13.00 ,R$35.00 ,R$37.00 ,R$14.00 ,R$19.00 ,R$37.00 ,R$5.00 ,R$1.00 ,R$2.00 
2569,250,Litros,,,R$15.00 ,R$30.00 ,R$37.00 ,R$10.00 ,R$19.00 ,R$13.00 ,R$21.00 ,R$36.00 ,R$19.00 ,R$11.00 ,R$20.00 
2570,150,Packs,,,R$1.00 ,R$13.00 ,R$10.00 ,R$5.00 ,R$21.00 ,R$15.00 ,R$13.00 ,R$6.00 ,R$23.00 ,R$32.00 ,R$24.00 
2571,20,Pneus,,,R$15.00 ,R$18.00 ,R$36.00 ,R$30.00 ,R$35.00 ,R$25.00 ,R$33.00 ,R$32.00 ,R$11.00 ,R$4.00 ,R$21.00 
2572,20,Pneus,,,R$35.00 ,R$7.00 ,R$37.00 ,R$14.00 ,R$22.00 ,R$2.00 ,R$22.00 ,R$12.00 ,R$26.00 ,R$32.00 ,R$13.00 
2573,100,Caixas,,,R$2.00 ,R$12.00 ,R$23.00 ,R$33.00 ,R$36.00 ,R$4.00 ,R$25.00 ,R$16.00 ,R$16.00 ,R$9.00 ,R$19.00 
2574,200,Packs,,,R$6.00 ,R$28.00 ,R$26.00 ,R$37.00 ,R$8.00 ,R$16.00 ,R$1.00 ,R$33.00 ,R$12.00 ,R$29.00 ,R$24.00 
2575,250,Litros,,,R$7.00 ,R$1.00 ,R$2.00 ,R$36.00 ,R$12.00 ,R$24.00 ,R$20.00 ,R$19.00 ,R$35.00 ,R$7.00 ,R$14.00 
2576,150,Packs,,,R$34.00 ,R$26.00 ,R$6.00 ,R$30.00 ,R$26.00 ,R$34.00 ,R$33.00 ,R$39.00 ,R$5.00 ,R$10.00 ,R$25.00 
2577,20,Pneus,,,R$4.00 ,R$2.00 ,R$15.00 ,R$31.00 ,R$19.00 ,R$22.00 ,R$16.00 ,R$8.00 ,R$11.00 ,R$3.00 ,R$33.00 
2578,20,Pneus,,,R$32.00 ,R$22.00 ,R$21.00 ,R$21.00 ,R$23.00 ,R$7.00 ,R$28.00 ,R$19.00 ,R$10.00 ,R$29.00 ,R$24.00 
2579,100,Caixas,,,R$17.00 ,R$32.00 ,R$7.00 ,R$7.00 ,R$14.00 ,R$8.00 ,R$17.00 ,R$37.00 ,R$10.00 ,R$5.00 ,R$35.00 
2580,200,Packs,,,R$20.00 ,R$2.00 ,R$6.00 ,R$19.00 ,R$28.00 ,R$23.00 ,R$11.00 ,R$16.00 ,R$38.00 ,R$31.00 ,R$29.00 
2581,250,Litros,,,R$28.00 ,R$12.00 ,R$18.00 ,R$23.00 ,R$7.00 ,R$30.00 ,R$5.00 ,R$25.00 ,R$2.00 ,R$16.00 ,R$23.00 
2582,150,Packs,,,R$13.00 ,R$24.00 ,R$36.00 ,R$14.00 ,R$1.00 ,R$27.00 ,R$3.00 ,R$33.00 ,R$8.00 ,R$20.00 ,R$1.00 
2583,20,Pneus,,,R$39.00 ,R$37.00 ,R$39.00 ,R$3.00 ,R$26.00 ,R$2.00 ,R$27.00 ,R$35.00 ,R$17.00 ,R$2.00 ,R$16.00 
